student_id,first_name,age,gender,year_of_study,admission_year,home_region,commuter,has_scholarship,major,favorite_genre,sleep_hours,study_hours,exercise_min,social_media_min,coffee_cups,stress_level,monthly_spending,survey_date,gpa_term1,gpa_term2,gpa_term3,gpa_term4,gpa,passed_course
S02859,Malak,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Biology,hiphop,6.8,24.3,309,158,4,7,2985,2025-11-21,,,2.61,2.97,2.77,Yes
S02860,Malak,18,F,1,2025,Heliopolis,No,No,Business,hiphop,8.4,24.2,159,208,1,6,4568,2026-01-05,,,,3.62,3.59,Yes
S02861,Yasmeen,19,F,2,2024,Other Greater Cairo,No,No,Psychology,rock,4.9,30.5,100,180,0,7,3081,2025-12-04,,,3.18,3.05,3.43,Yes
S02862,Omar,20,M,3,2023,New Cairo,Yes,No,Biology,rock,4.9,28.9,208,178,0,6,3441,2026-02-25,,3.55,3.88,3.51,3.72,Yes
S02863,Malak,21,F,2,2024,New Cairo,No,No,Psychology,classical,8.1,22.7,68,184,1,6,7706,2026-03-26,,,3.26,3.34,3.12,Yes
S02864,Mariam,19,F,1,2025,Maadi/Zamalek,Yes,No,Computer Science,pop,5.4,22.8,168,78,1,7,7273,2026-03-20,,,,2.69,2.67,Yes
S02865,Ola,19,F,2,2024,Maadi/Zamalek,Yes,Yes,Business,pop,7.6,20.8,167,263,3,8,3465,2025-12-28,,,2.62,2.88,2.85,Yes
S02866,Sarah,23,F,4,2022,Maadi/Zamalek,Yes,No,Business,hiphop,6.4,23.2,140,67,0,6,16575,2025-12-21,3.16,3.49,3.03,3.38,3.39,Yes
S02867,Habiba,20,F,3,2023,Heliopolis,Yes,Yes,Biology,hiphop,9.8,19.3,79,54,1,4,3357,2026-03-27,,2.33,2.56,2.34,2.44,Yes
S02868,Ibrahim,20,M,2,2024,New Cairo,No,No,Biology,edm,8.3,22.8,115,317,1,5,5959,2026-04-08,,,2.85,3.26,2.95,Yes
S02869,Adam,21,M,3,2023,Other Greater Cairo,Yes,Yes,Computer Science,pop,8.1,22.9,186,170,3,8,4228,2026-04-30,,2.81,3.12,2.96,3.01,Yes
S02870,Maryam,21,F,3,2023,Other Greater Cairo,Yes,No,Business,pop,6.2,28.3,6,74,1,6,3794,2026-01-22,,3.25,3.18,3.25,3.31,Yes
S02871,Sara,20,F,3,2023,New Cairo,No,No,Biology,edm,7.2,21.9,164,247,0,6,8094,2026-02-27,,3.14,3.14,3.16,3.07,Yes
S02872,Abdelrahman,21,M,3,2023,New Cairo,No,No,Business,edm,6.6,15.9,158,179,1,9,3173,2025-12-25,,2.67,2.92,2.8,2.86,Yes
S02873,Yasmin,20,F,1,2025,6th of October/Sheikh Zayed,Yes,Yes,engineering,classical,5.5,32.2,68,55,1,6,4403,2026-01-17,,,,4.0,4.0,Yes
S02874,Ahmed,21,M,2,2024,New Cairo,No,Yes,Biology,classical,6.2,23.9,194,120,1,6,8300,2025-11-20,,,2.99,3.52,3.31,Yes
S02875,Maryam,18,F,1,2025,6th of October/Sheikh Zayed,Yes,Yes,Biology,pop,7.4,29.3,113,118,4,5,6828,2026-02-10,,,,3.44,3.58,Yes
S02876,Ahmed,21,M,2,2024,New Cairo,No,No,computer science,pop,7.8,28.9,201,418,3,6,3389,2026-03-08,,,3.73,3.06,3.49,Yes
S02877,Yasmin,20,F,2,2024,New Cairo,Yes,Yes,Psychology,rock,6.4,19.4,82,273,0,10,2500,2025-12-12,,,2.98,3.13,3.02,Yes
S02878,Abdallah,21,M,2,2024,Heliopolis,Yes,Yes,Biology,rock,5.6,24.8,59,155,5,7,7992,2026-03-24,,,3.13,2.82,3.06,Yes
S02879,Yossef,23,M,4,2022,6th of October/Sheikh Zayed,Yes,No,Business,edm,6.2,24.9,181,50,2,5,3706,2025-10-01,3.96,3.74,3.37,3.14,3.24,Yes
S02880,Tasneem,22,F,4,2022,New Cairo,No,No,Business,hiphop,5.2,19.4,67,214,2,4,3297,2025-10-04,2.72,2.63,2.65,2.37,2.56,Yes
S02881,Zeina,22,F,3,2023,Heliopolis,Yes,No,Psychology,hiphop,7.6,29.6,68,376,0,8,3800,2025-12-31,,1.75,1.67,2.03,2.21,Yes
S02882,Aya,21,F,4,2022,Maadi/Zamalek,No,No,Computer Science,pop,8.7,33.0,161,230,2,5,5893,2025-09-26,3.65,3.65,3.68,4.0,3.86,Yes
S02883,Nour,19,F,1,2025,Heliopolis,Yes,No,Biology,classical,5.6,24.0,72,23,2,6,17240,2026-03-24,,,,3.0,3.12,Yes
S02884,Ibrahim,20,M,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Psychology,rock,8.3,25.0,61,82,2,6,5132,2026-03-18,,,3.31,3.24,3.31,Yes
S02885,Claris,21,F,2,2024,Maadi/Zamalek,No,Yes,Engineering,pop,4.7,26.5,97,57,4,4,3771,2026-02-28,,,3.65,3.74,3.5,Yes
S02886,Malak,19,F,1,2025,Heliopolis,No,Yes,Computer Science,hiphop,6.1,37.1,32,96,2,7,6569,2026-04-20,,,,3.94,4.0,Yes
S02887,Sara,19,F,1,2025,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,hiphop,6.9,16.3,96,196,2,7,3337,2025-12-28,,,,2.5,2.69,Yes
S02888,Abdelrahman,20,M,2,2024,Maadi/Zamalek,Yes,Yes,Biology,rock,8.6,27.2,110,55,1,6,5099,2026-05-11,,,3.99,3.1,3.2,Yes
S02889,Hamza,20,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Business,pop,7.5,15.7,209,85,3,8,3729,2025-12-04,,,3.08,3.07,2.78,Yes
S02890,Ganna,22,F,4,2022,New Cairo,No,No,Biology,rock,10.3,22.4,235,72,2,4,2500,2026-02-10,3.07,2.85,3.07,3.02,2.96,Yes
S02891,Maryam,19,F,1,2025,Maadi/Zamalek,Yes,No,Computer Science,rock,6.0,30.5,50,457,4,6,5257,2026-03-16,,,,3.68,3.45,Yes
S02892,Aya,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Computer Science,jazz,5.1,32.7,292,167,6,5,3437,2025-12-27,,,3.67,3.84,3.76,Yes
S02893,Karim,19,M,2,2024,Other Greater Cairo,No,No,Computer Science,jazz,6.8,24.6,49,177,2,6,2500,2025-10-23,,,3.75,3.73,3.63,Yes
S02894,Yahia,19,M,1,2025,Maadi/Zamalek,Yes,No,Engineering,pop,6.0,33.1,116,300,4,6,10075,2025-10-03,,,,3.93,3.68,Yes
S02895,Malak,21,F,4,2022,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,pop,7.5,34.0,19,92,2,4,3569,2026-03-04,3.99,3.81,4.0,4.0,4.0,Yes
S02896,Zeina,19,F,2,2024,Heliopolis,No,Yes,Business,rock,6.7,23.0,96,246,1,5,8582,2025-09-21,,,3.31,3.37,3.22,Yes
S02897,Omar,21,M,4,2022,6th of October/Sheikh Zayed,No,No,Mathematics,pop,4.7,27.8,96,276,3,7,2897,2026-04-25,2.84,3.14,3.48,3.29,3.48,Yes
S02898,Farida,19,F,1,2025,New Cairo,No,Yes,Business,hiphop,,21.8,161,63,3,8,6158,2025-12-09,,,,3.61,3.51,Yes
S02899,Yasmin,20,F,3,2023,6th of October/Sheikh Zayed,Yes,No,Psychology,edm,8.8,9.7,105,79,3,4,3584,2025-10-13,,1.67,1.52,1.55,1.89,No
S02900,Karma,22,F,3,2023,Heliopolis,Yes,Yes,Business,rock,5.4,24.7,39,121,1,7,2500,2026-01-26,,3.48,3.56,3.31,3.3,Yes
S02901,Mohamed,20,M,1,2025,Other Greater Cairo,Yes,Yes,Psychology,rock,4.3,9.7,218,140,3,7,3290,2026-02-12,,,,1.8,1.65,No
S02902,Sohila,19,F,1,2025,Heliopolis,Yes,No,Engineering,pop,9.6,36.0,152,226,4,5,2559,2026-02-24,,,,3.99,4.0,Yes
S02903,Ahmed,18,M,1,2025,Heliopolis,Yes,No,Business,pop,7.2,25.6,52,196,1,5,2500,2025-09-23,,,,3.52,3.4,Yes
S02904,Habiba,22,F,3,2023,Heliopolis,Yes,No,Business,pop,5.8,22.1,205,102,1,7,4303,2026-05-13,,3.22,3.48,3.22,3.3,Yes
S02905,Hamza,20,M,3,2023,New Cairo,No,Yes,Biology,edm,9.8,31.7,120,285,3,7,3597,2025-12-05,,3.54,3.52,3.57,3.45,Yes
S02906,Youssef,21,M,4,2022,Other Greater Cairo,No,Yes,Engineering,pop,7.5,30.2,44,203,4,6,3440,2026-01-14,3.07,3.32,3.8,3.22,3.53,Yes
S02907,Ali,23,M,4,2022,New Cairo,No,No,Biology,rock,6.1,26.4,9,67,3,7,6192,2025-10-13,2.55,2.37,2.61,2.5,2.72,Yes
S02908,Christine,21,F,3,2023,Maadi/Zamalek,Yes,Yes,Business,pop,8.6,32.6,83,108,3,5,3145,2025-10-02,,3.98,3.86,4.0,3.96,Yes
S02909,Sarah,20,F,1,2025,Maadi/Zamalek,No,No,Engineering,classical,6.2,27.2,184,115,3,6,2643,2025-11-18,,,,2.68,2.75,Yes
S02910,Mohamed,22,M,4,2022,Heliopolis,No,No,Business,jazz,5.2,0.0,125,59,1,6,9747,2025-11-15,0.56,0.9,0.9,1.42,1.42,No
S02911,Maryam,20,F,3,2023,New Cairo,No,Yes,Business,rock,7.7,20.0,126,82,1,5,4184,2026-01-24,,3.38,3.44,3.28,3.13,Yes
S02912,Youssef,23,M,4,2022,Heliopolis,Yes,No,Psychology,hiphop,6.3,7.6,56,35,1,5,2620,2026-04-09,3.1,2.72,2.87,2.41,2.53,Yes
S02913,Mariam,18,F,1,2025,Other Greater Cairo,Yes,Yes,Psychology,hiphop,7.0,1.0,123,363,1,4,4136,2025-09-30,,,,1.36,1.34,No
S02914,Farida,20,F,1,2025,Heliopolis,No,No,Engineering,edm,6.2,13.7,144,208,4,7,2699,2026-04-03,,,,2.17,2.61,Yes
S02915,Lara,22,F,4,2022,6th of October/Sheikh Zayed,Yes,Yes,Psychology,edm,7.0,21.0,120,43,1,4,5793,2025-11-09,3.41,3.48,3.16,3.29,3.21,Yes
S02916,Malak,20,F,2,2024,New Cairo,No,No,Computer Science,jazz,6.5,29.6,157,266,1,6,5562,2026-03-06,,,2.6,2.51,2.6,Yes
S02917,Yossef,20,M,1,2025,6th of October/Sheikh Zayed,Yes,No,Mathematics,edm,5.8,32.9,47,274,3,5,3860,2026-03-10,,,,3.41,3.29,Yes
S02918,Abdulrahman,21,M,3,2023,6th of October/Sheikh Zayed,No,Yes,psychology,classical,3.9,20.4,146,123,2,9,2924,2025-12-25,,2.16,2.38,2.35,2.43,Yes
S02919,Khaled,19,M,1,2025,New Cairo,No,No,Business,jazz,5.3,22.0,84,222,2,6,10350,2026-04-06,,,,2.77,2.73,Yes
S02920,Mohamed,20,M,1,2025,6th of October/Sheikh Zayed,Yes,No,psychology,hiphop,6.4,19.2,113,181,1,5,3724,2025-10-31,,,,3.38,3.17,Yes
S02921,Amr,22,M,4,2022,Maadi/Zamalek,Yes,Yes,Mathematics,jazz,4.2,26.0,143,238,3,7,4030,2026-04-07,2.92,3.04,3.14,3.13,3.15,Yes
S02922,Ibrahim,21,M,2,2024,Heliopolis,Yes,No,Mathematics,edm,6.1,36.4,227,171,2,6,2828,2025-12-24,,,4.0,4.0,3.95,Yes
S02923,Mahmoud,20,M,1,2025,6th of October/Sheikh Zayed,No,No,Biology,edm,7.6,24.4,209,274,0,9,10930,2026-05-10,,,,2.54,2.74,Yes
S02924,Mohamed,20,M,2,2024,New Cairo,No,No,Engineering,pop,6.5,35.3,118,227,7,7,6382,2026-01-26,,,3.97,4.0,4.0,Yes
S02925,Yussuf,19,M,1,2025,Maadi/Zamalek,Yes,No,Computer Science,hiphop,6.8,28.9,46,147,1,4,2500,2026-01-31,,,,2.84,2.88,Yes
S02926,Mohamed,20,M,1,2025,New Cairo,No,No,Biology,classical,8.2,20.6,61,92,3,4,11908,2026-04-27,,,,3.5,3.28,Yes
S02927,Amr,20,M,2,2024,New Cairo,No,No,Engineering,jazz,4.4,34.7,48,212,5,7,9508,2026-03-29,,,1.99,1.89,1.94,No
S02928,Nourhan,21,F,4,2022,6th of October/Sheikh Zayed,Yes,No,Psychology,pop,7.5,21.6,185,160,0,8,5477,2026-05-01,3.79,3.48,3.65,3.49,3.78,Yes
S02929,Mariam,19,F,2,2024,Maadi/Zamalek,Yes,No,Business,edm,5.1,20.1,82,485,0,7,5454,2025-10-08,,,2.05,2.11,2.46,Yes
S02930,Yassin,22,M,4,2022,New Cairo,No,No,Computer Science,edm,8.0,25.9,264,369,0,8,2876,2025-12-08,4.0,3.77,3.97,4.0,3.82,Yes
S02931,Yassin,18,M,1,2025,Maadi/Zamalek,No,No,Psychology,hiphop,8.4,23.6,195,183,0,7,5837,2025-11-17,,,,3.44,3.33,Yes
S02932,Farida,21,F,2,2024,6th of October/Sheikh Zayed,No,No,Engineering,rock,7.9,36.4,89,189,3,8,9900,2026-05-08,,,4.0,4.0,4.0,Yes
S02933,Sarah,20,F,2,2024,New Cairo,Yes,No,Psychology,hiphop,5.9,25.4,358,251,2,8,7219,2025-11-14,,,3.31,3.01,2.98,Yes
S02934,Hassan,22,M,4,2022,Heliopolis,Yes,No,Engineering,rock,6.3,22.2,165,266,4,8,2500,2026-05-02,3.23,2.86,3.04,3.27,3.1,Yes
S02935,Abdulla,21,M,4,2022,Heliopolis,No,Yes,Computer Science,edm,7.3,29.0,68,19,1,7,2500,2026-04-18,4.0,3.9,4.0,3.75,3.91,Yes
S02936,Habiba,21,F,3,2023,6th of October/Sheikh Zayed,Yes,No,Mathematics,classical,7.0,40.9,19,120,3,7,11467,2025-09-04,,4.0,3.87,4.0,4.0,Yes
S02937,Nourine,20,F,1,2025,Maadi/Zamalek,No,Yes,business,edm,5.8,17.0,38,94,2,8,10089,2025-12-12,,,,1.93,1.96,No
S02938,Ziad,21,M,3,2023,Heliopolis,Yes,No,Engineering,hiphop,4.9,27.3,60,91,5,5,7889,2025-09-01,,3.01,3.53,3.46,3.41,Yes
S02939,Karma,22,F,4,2022,New Cairo,No,Yes,Computer Science,classical,5.0,23.7,92,68,2,8,3900,2026-01-16,4.0,4.0,3.88,4.0,3.78,Yes
S02940,Ali,18,M,1,2025,Other Greater Cairo,No,No,Business,pop,4.5,23.9,84,129,3,6,5416,2025-11-13,,,,2.69,2.77,Yes
S02941,Tasneem,21,F,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Psychology,rock,,24.4,76,157,2,5,7519,2026-04-01,,,2.06,2.1,1.89,No
S02942,Sara,22,F,3,2023,New Cairo,No,No,Biology,hiphop,5.9,28.2,5,53,4,9,6661,2026-05-03,,3.21,3.31,3.02,3.12,Yes
S02943,Farida,20,F,2,2024,Other Greater Cairo,Yes,No,Psychology,jazz,8.1,27.1,91,146,1,5,6128,2026-01-25,,,3.35,3.2,3.35,Yes
S02944,Alia,19,F,2,2024,Heliopolis,No,No,Engineering,rock,7.7,26.4,344,217,1,5,6470,2026-02-16,,,3.35,3.7,3.38,Yes
S02945,Ola,20,F,3,2023,Maadi/Zamalek,No,No,Engineering,rock,7.3,23.5,77,269,4,7,15652,2026-01-02,,3.92,3.83,3.98,3.78,Yes
S02946,Abdelrahman,19,M,1,2025,6th of October/Sheikh Zayed,Yes,No,Engineering,edm,8.2,20.6,167,12,3,7,3538,2026-05-04,,,,3.35,3.38,Yes
S02947,Khaled,20,M,3,2023,Other Greater Cairo,Yes,Yes,Mathematics,pop,8.5,18.9,12,23,2,5,10076,2026-04-18,,2.88,3.26,3.25,3.11,Yes
S02948,Mariam,22,F,3,2023,Maadi/Zamalek,Yes,No,Business,hiphop,6.7,30.9,96,256,1,7,3406,2025-10-05,,3.77,3.64,4.0,4.0,Yes
S02949,Ahmed,21,M,2,2024,Heliopolis,Yes,No,Engineering,rock,7.0,29.7,124,116,3,5,8868,2026-02-19,,,3.81,3.58,3.83,Yes
S02950,Ali,21,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Psychology,classical,4.2,10.2,175,82,1,6,7929,2025-10-12,,,1.6,1.58,1.71,No
S02951,Hussein,23,M,4,2022,6th of October/Sheikh Zayed,Yes,No,Mathematics,pop,,22.0,228,435,2,7,4610,2026-03-01,2.91,3.03,3.01,3.33,3.05,Yes
S02952,Omar,22,M,3,2023,6th of October/Sheikh Zayed,Yes,Yes,Biology,rock,8.9,10.4,173,135,1,5,2500,2026-01-20,,2.3,2.23,2.18,2.13,Yes
S02953,Adam,21,M,2,2024,New Cairo,No,Yes,Biology,rock,7.4,23.7,52,113,1,6,5519,2025-11-09,,,2.76,2.94,3.05,Yes
S02954,Ahmed,22,M,3,2023,New Cairo,No,No,Business,rock,5.8,22.0,223,373,4,7,3436,2025-11-20,,2.77,3.37,3.39,3.11,Yes
S02955,Mohamed,21,M,3,2023,Heliopolis,Yes,No,Biology,hiphop,6.8,27.6,132,179,2,10,2916,2025-12-19,,3.42,3.51,3.05,3.39,Yes
S02956,Mishkat,21,F,4,2022,New Cairo,No,Yes,Computer Science,rock,6.2,23.4,105,43,4,4,5080,2026-01-30,3.05,3.02,3.35,3.28,3.15,Yes
S02957,Youssef,19,M,2,2024,Maadi/Zamalek,Yes,No,Business,edm,6.8,20.6,228,165,1,5,5640,2026-01-25,,,2.94,2.89,3.25,Yes
S02958,Ahmed,20,M,1,2025,Heliopolis,Yes,No,Business,jazz,8.4,18.0,85,342,1,6,3747,2026-01-21,,,,2.6,2.5,Yes
S02959,Dana,19,F,2,2024,Heliopolis,Yes,Yes,Business,rock,9.2,30.7,91,202,3,4,2500,2025-09-30,,,3.19,3.58,3.49,Yes
S02960,Maryam,20,F,3,2023,Heliopolis,No,Yes,Psychology,hiphop,5.3,25.2,69,176,1,6,4766,2025-11-11,,2.68,2.25,2.11,2.2,Yes
S02961,Reem,21,F,4,2022,Other Greater Cairo,Yes,No,Engineering,pop,7.4,18.8,345,73,4,4,12753,2026-03-12,3.12,3.29,3.18,3.23,3.3,Yes
S02962,Abdelrahman,21,M,3,2023,Heliopolis,Yes,Yes,Engineering,classical,5.5,26.0,191,149,1,3,4783,2026-02-13,,3.62,3.58,3.26,3.37,Yes
S02963,Habiba,21,F,2,2024,New Cairo,No,No,Engineering,hiphop,6.7,37.5,7,101,3,5,2769,2026-03-07,,,3.67,3.95,4.0,Yes
S02964,Aya,21,F,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Psychology,rock,7.8,26.5,207,46,1,6,4076,2025-12-11,,,3.62,3.77,3.72,Yes
S02965,Tasneem,22,F,3,2023,6th of October/Sheikh Zayed,No,Yes,Biology,edm,7.0,26.7,13,132,1,7,4623,2026-01-07,,3.88,3.8,3.35,3.54,Yes
S02966,Zeinab,19,F,2,2024,6th of October/Sheikh Zayed,Yes,No,Psychology,pop,8.1,20.5,156,151,0,7,4535,2025-12-27,,,2.92,3.14,2.98,Yes
S02967,Marwan,21,M,2,2024,New Cairo,Yes,No,Biology,edm,4.7,33.8,59,120,1,6,5868,2025-10-01,,,3.85,3.81,3.61,Yes
S02968,Mariam,20,F,3,2023,Heliopolis,Yes,Yes,Computer Science,pop,8.7,15.1,121,122,3,6,3375,2025-12-09,,2.92,2.97,3.21,2.87,Yes
S02969,Ghada,21,F,2,2024,6th of October/Sheikh Zayed,Yes,Yes,Computer Science,pop,6.9,25.5,121,224,5,7,3145,2025-11-03,,,3.62,3.48,3.57,Yes
S02970,Omar,22,M,4,2022,New Cairo,No,No,Mathematics,jazz,8.2,21.4,37,249,1,7,5029,2026-01-04,2.0,1.88,2.22,2.04,1.81,No
S02971,Hamza,20,M,1,2025,Maadi/Zamalek,Yes,No,Biology,hiphop,8.7,23.4,104,35,1,4,7071,2026-02-02,,,,3.34,3.25,Yes
S02972,Yousef,21,M,4,2022,Heliopolis,Yes,No,Engineering,rock,4.7,32.6,42,126,3,4,7579,2026-02-19,3.38,3.36,3.56,3.73,3.6,Yes
S02973,Yasmin,20,F,2,2024,Other Greater Cairo,Yes,No,Business,edm,7.4,28.1,93,80,1,6,9865,2026-01-22,,,3.55,3.3,3.54,Yes
S02974,Zeina,18,F,1,2025,Heliopolis,Yes,No,Mathematics,pop,8.3,23.7,53,379,2,5,3620,2025-10-26,,,,2.73,2.77,Yes
S02975,Farida,21,F,3,2023,Other Greater Cairo,Yes,No,Biology,rock,9.5,19.9,75,227,1,8,6400,2026-05-15,,2.49,2.03,2.24,2.46,Yes
S02976,Mark,22,M,4,2022,New Cairo,No,No,Computer Science,rock,6.7,34.9,38,99,5,4,4833,2025-11-15,4.0,3.87,3.84,4.0,3.94,Yes
S02977,Salma,20,F,2,2024,Heliopolis,No,No,Engineering,edm,,29.4,284,194,2,6,4804,2026-02-06,,,4.0,3.58,3.78,Yes
S02978,Karim,20,M,3,2023,Maadi/Zamalek,Yes,No,Business,jazz,7.9,19.7,171,136,2,6,17670,2025-11-29,,3.05,2.74,3.06,2.85,Yes
S02979,Abdallah,20,M,2,2024,New Cairo,Yes,No,Psychology,pop,7.1,21.7,94,177,1,8,13556,2025-12-03,,,3.01,3.33,3.09,Yes
S02980,Abdelrahman,20,M,3,2023,New Cairo,No,No,Business,jazz,8.5,22.4,238,198,1,6,3441,2025-12-07,,3.2,2.77,2.95,2.95,Yes
S02981,Abdallah,21,M,2,2024,New Cairo,No,Yes,Biology,hiphop,5.9,25.7,48,348,2,8,8122,2025-12-10,,,3.33,3.02,3.18,Yes
S02982,Zayneb,21,F,2,2024,New Cairo,No,No,Business,hiphop,8.2,32.0,364,420,2,5,2500,2025-10-08,,,3.51,3.37,3.23,Yes
S02983,Mariam,18,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Psychology,rock,3.6,20.4,31,287,1,8,11987,2026-05-11,,,,1.11,1.54,No
S02984,Amr,18,M,1,2025,New Cairo,No,No,Computer Science,pop,8.5,24.5,105,184,2,5,2500,2025-11-07,,,,3.43,3.55,Yes
S02985,Yossef,18,M,1,2025,Heliopolis,Yes,No,Business,classical,7.8,32.0,114,101,2,6,13508,2026-02-05,,,,4.0,4.0,Yes
S02986,Ola,19,F,2,2024,Heliopolis,No,No,Computer Science,pop,7.8,22.0,70,183,5,5,7070,2025-11-03,,,3.0,2.9,3.12,Yes
S02987,Habiba,19,F,2,2024,Maadi/Zamalek,Yes,No,Mathematics,edm,6.9,24.3,91,48,2,6,5384,2025-10-11,,,3.41,3.32,3.39,Yes
S02988,Mohammed,20,M,2,2024,New Cairo,No,Yes,Computer Science,classical,8.3,22.2,198,162,2,6,2500,2026-04-25,,,3.86,3.4,3.52,Yes
S02989,Zeyad,22,M,3,2023,New Cairo,Yes,No,Business,edm,6.9,20.7,190,85,3,7,2500,2026-04-13,,3.69,3.09,3.37,3.35,Yes
S02990,Nour,22,F,3,2023,Other Greater Cairo,Yes,No,Mathematics,pop,7.4,26.7,15,413,1,6,5863,2026-04-02,,3.1,3.52,3.15,3.47,Yes
S02991,Aya,21,F,2,2024,6th of October/Sheikh Zayed,No,No,Business,pop,8.0,20.8,62,70,3,5,2500,2026-03-02,,,1.71,1.74,1.7,No
S02992,Jana,21,F,3,2023,Heliopolis,Yes,No,Engineering,hiphop,8.6,28.2,106,276,4,5,5500,2025-09-03,,3.51,3.61,3.81,3.92,Yes
S02993,Abdallah,18,M,1,2025,Maadi/Zamalek,Yes,No,Mathematics,edm,7.4,13.4,246,62,3,5,4708,2026-03-20,,,,3.19,2.88,Yes
S02994,Zeina,21,F,4,2022,Other Greater Cairo,No,No,Biology,edm,7.1,31.3,194,231,4,8,5410,2025-12-08,3.95,3.98,4.0,3.64,3.75,Yes
S02995,Yasmeen,19,F,1,2025,Other Greater Cairo,Yes,No,Computer Science,rock,4.5,20.4,79,214,0,7,4952,2025-12-04,,,,3.58,3.21,Yes
S02996,Ahmed,21,M,3,2023,Heliopolis,Yes,Yes,Computer Science,pop,6.4,28.7,73,96,2,5,2500,2026-01-30,,3.25,3.74,3.8,3.82,Yes
S02997,Mohamed,21,M,2,2024,6th of October/Sheikh Zayed,Yes,No,Psychology,edm,7.9,25.8,82,243,2,5,4616,2025-09-29,,,2.91,2.94,3.04,Yes
S02998,Nour,20,F,1,2025,6th of October/Sheikh Zayed,Yes,Yes,Biology,hiphop,7.6,35.7,197,92,2,4,2500,2026-03-06,,,,3.55,3.59,Yes
S02999,Mariam,23,F,4,2022,New Cairo,No,No,Biology,jazz,6.6,23.7,11,212,3,6,3355,2026-02-03,3.16,2.77,2.96,2.82,2.84,Yes
S03000,Salma,18,F,1,2025,Heliopolis,No,No,Computer Science,jazz,8.9,25.8,62,178,5,2,4590,2025-09-19,,,,3.33,3.38,Yes
S03001,Ibrahim,19,M,2,2024,Maadi/Zamalek,Yes,No,Engineering,edm,6.0,26.1,64,71,6,7,7803,2025-11-15,,,3.7,3.61,3.77,Yes
S03002,Saif,20,M,2,2024,Other Greater Cairo,Yes,No,Business,hiphop,8.8,19.4,119,41,2,6,3843,2025-10-24,,,2.86,3.26,2.96,Yes
S03003,Malak,18,F,1,2025,New Cairo,No,No,Psychology,pop,6.6,25.1,66,114,2,6,6406,2025-09-11,,,,3.42,3.37,Yes
S03004,Abdulrahman,20,M,3,2023,Heliopolis,Yes,No,Mathematics,hiphop,7.3,27.0,122,153,1,9,7014,2026-05-03,,3.54,3.78,3.63,3.69,Yes
S03005,Nourhan,20,F,2,2024,New Cairo,No,No,Engineering,pop,8.5,22.4,84,192,2,6,6607,2025-09-07,,,3.22,3.57,3.25,Yes
S03006,Yassin,23,M,4,2022,New Cairo,No,No,Biology,edm,6.6,26.6,202,14,3,8,10241,2025-12-27,2.94,2.68,2.68,2.86,3.1,Yes
S03007,Nour,20,F,1,2025,6th of October/Sheikh Zayed,Yes,No,Business,pop,6.6,17.3,229,225,1,7,5245,2026-04-24,,,,2.4,2.26,Yes
S03008,Yasmeen,21,F,2,2024,New Cairo,No,No,Business,hiphop,6.8,20.5,67,145,1,6,6036,2026-03-15,,,2.96,2.45,2.67,Yes
S03009,Sarah,21,F,3,2023,Maadi/Zamalek,No,No,Psychology,edm,8.7,29.8,223,143,1,6,7301,2026-03-24,,2.79,3.29,3.23,2.93,Yes
S03010,Khaled,18,M,1,2025,New Cairo,Yes,No,Computer Science,classical,5.1,30.3,91,78,3,7,2500,2026-01-09,,,,3.72,4.0,Yes
S03011,Sohila,21,F,2,2024,New Cairo,No,No,Computer Science,hiphop,5.8,24.1,85,217,5,6,6984,2026-01-09,,,2.79,3.12,3.1,Yes
S03012,Nour,21,F,4,2022,Maadi/Zamalek,Yes,No,Computer Science,jazz,7.4,23.7,88,81,3,7,4256,2026-04-15,4.0,3.91,3.89,3.87,3.91,Yes
S03013,Aya,19,F,1,2025,Other Greater Cairo,No,Yes,Psychology,edm,8.4,12.5,137,138,0,6,2500,2025-09-21,,,,2.97,2.61,Yes
S03014,Zeinab,21,F,2,2024,New Cairo,No,No,Psychology,hiphop,6.0,20.7,27,90,0,6,3795,2026-04-06,,,2.78,2.97,2.9,Yes
S03015,Nourhan,21,F,3,2023,6th of October/Sheikh Zayed,No,No,Biology,pop,5.0,18.3,58,26,3,6,5861,2025-10-14,,2.5,2.69,2.35,2.42,Yes
S03016,Nour,18,F,1,2025,Heliopolis,No,Yes,Engineering,edm,7.3,27.2,65,112,6,7,2500,2026-04-28,,,,2.85,2.86,Yes
S03017,Salma,21,F,4,2022,New Cairo,No,Yes,Engineering,hiphop,7.2,26.9,221,86,3,5,2500,2026-03-15,3.92,3.99,3.95,3.92,3.98,Yes
S03018,Sara,19,F,2,2024,New Cairo,No,No,Business,hiphop,7.0,15.0,27,61,1,6,10608,2025-11-05,,,3.38,2.87,3.02,Yes
S03019,Dana,19,F,1,2025,New Cairo,No,No,business,rock,8.7,14.3,127,122,3,4,4685,2025-09-15,,,,2.43,2.46,Yes
